F S   UID   PID  PPID  C PRI  NI ADDR SZ WCHAN  TTY          TIME CMD
1 S  3879 17129     1  0  80   0 -   912 poll_s ?        00:03:08 tmux
0 S  3879 17130 17129  0  80   0 -  5172 n_tty_ pts/63   00:00:00 zsh
1 S     0 18856     2  0  80   0 -     0 worker ?        00:00:21 kworker/1:1
4 S     0 19532  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  7450 19559 19532  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  7450 19560 19559  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
4 S     0 20163  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  7450 20190 20163  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  7450 20191 20190  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
4 S     0 20193  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
4 S     0 20213  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  4885 20222 20193  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  4885 20248 20222  0  80   0 -  6002 n_tty_ pts/5    00:00:00 bash
5 S  4885 20251 20213  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  4885 20252 20251  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
1 S  5241 20323     1  0  80   0 -  4788 poll_s ?        00:00:00 screen
0 S  5241 20324 20323  0  80   0 -  5128 n_tty_ pts/29   00:00:00 bash
1 S  4232 21413     1  0  80   0 -   933 poll_s ?        00:09:10 tmux
0 S  4232 21414 21413  0  80   0 -  6064 n_tty_ pts/14   00:00:00 bash
4 S     0 23157  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  8270 23189 23157  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  8270 23190 23189  0  80   0 -  5973 wait   pts/7    00:00:00 bash
4 S     0 23316  1602  0  80   0 -  7910 poll_s ?        00:00:01 sshd
5 S  7281 23353 23316  0  80   0 -  7910 poll_s ?        00:00:01 sshd
0 S  7281 23354 23353  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
4 S     0 24132  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  7972 24167 24132  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  7972 24168 24167  0  80   0 -  5983 wait   pts/13   00:00:00 bash
0 S  7972 24436 24168  0  80   0 - 14755 poll_s pts/13   00:00:00 vi
0 S  7496 24520 12634  0  80   0 -  5140 n_tty_ pts/9    00:00:00 bash
0 S  8034 24551 10746  0  80   0 -  1627 n_tty_ pts/39   00:00:00 pico
4 S     0 24555  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  8058 24588 24555  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  8058 24589 24588  0  80   0 -  5975 n_tty_ pts/17   00:00:00 bash
1 S  7496 25809     1  0  80   0 -  4798 poll_s ?        00:00:08 screen
0 S  7496 25810 25809  0  80   0 -  5178 n_tty_ pts/4    00:00:00 bash
1 S     0 25865     2  0  80   0 -     0 worker ?        00:00:00 kworker/2:2
1 S     0 25875     2  0  80   0 -     0 worker ?        00:00:00 kworker/0:1
4 S     0 25877  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  7422 25910 25877  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  7422 25911 25910  0  80   0 -  5986 n_tty_ pts/8    00:00:00 bash
4 S     0 26157  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  8281 26190 26157  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  8281 26191 26190  0  80   0 -  5973 wait   pts/20   00:00:00 bash
0 S  7496 26250 25809  0  80   0 -  5149 n_tty_ pts/28   00:00:00 bash
5 S     0 26330     1  1  90  10 - 15708 poll_s ?        01:43:52 python
0 S  8270 26462 23190  0  80   0 - 14760 poll_s pts/7    00:00:00 vi
4 S     0 27440  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  6351 27476 27440  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  6351 27477 27476  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
0 S  8281 27540 26191  0  80   0 - 14768 poll_s pts/20   00:00:00 vi
4 S     0 27770  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 T  7831 27791     1  0  80   0 - 41246 signal ?        00:00:00 ghc
5 S  8281 27808 27770  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  8281 27809 27808  0  80   0 -  5973 wait   pts/15   00:00:00 bash
0 S  7496 28046 12635  0  80   0 - 14763 poll_s pts/19   00:00:00 vim
4 S     0 28096  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  6704 28129 28096  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  6704 28130 28129  0  80   0 -  5997 wait   pts/25   00:00:00 bash
1 S     0 28484     2  0  80   0 -     0 worker ?        00:00:00 kworker/0:2
4 S     0 28584  1602  0  80   0 -  7909 poll_s ?        00:00:00 sshd
5 S  7374 28615 28584  0  80   0 -  7909 poll_s ?        00:00:00 sshd
0 S  7374 28616 28615  0  80   0 -  6015 n_tty_ pts/26   00:00:00 bash
4 S     0 28704  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  1054 28735 28704  0  80   0 -  7910 poll_s ?        00:00:04 sshd
0 S  1054 28736 28735  0  80   0 -  5133 wait   pts/10   00:00:00 bash
1 S     0 29080     2  0  80   0 -     0 worker ?        00:00:00 kworker/2:0
4 S     0 29143  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  4299 29171 29143  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  4299 29172 29171  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
0 S  8281 29228 27809  0  80   0 - 14784 poll_s pts/15   00:00:00 vi
0 S  5171 29247 11149  0  80   0 - 14772 poll_s pts/40   00:00:00 vim
4 S     0 29271  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  5745 29302 29271  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  5745 29305 29302  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
1 S     0 29381     2  0  80   0 -     0 worker ?        00:00:00 kworker/0:0
4 S     0 29636  1602  0  80   0 -  7910 poll_s ?        00:00:00 sshd
5 S  4299 29664 29636  0  80   0 -  7910 poll_s ?        00:00:00 sshd
0 S  4299 29665 29664  0  80   0 -  3881 poll_s ?        00:00:00 sftp-server
0 S  8251 29682  9117  0  80   0 -  1559 n_tty_ pts/31   00:00:00 pico
1 S     0 29689     2  0  80   0 -     0 worker ?        00:00:00 kworker/2:1
4 S     0 29690  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  5745 29756 29690  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  5745 29757 29756  0  80   0 -  5130 wait   pts/6    00:00:00 bash
4 S     0 29957  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  6704 29973 28130  0  80   0 - 14770 poll_s pts/25   00:00:00 vi
5 S  8103 30076 29957  0  80   0 -  7914 poll_s ?        00:00:00 sshd
0 S  8103 30079 30076  2  80   0 -  5973 n_tty_ pts/22   00:00:00 bash
4 S     0 30107  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  2128 30139 30107  0  80   0 -  7960 poll_s ?        00:00:00 sshd
0 S  2128 30140 30139  0  80   0 -  3925 poll_s ?        00:00:00 sftp-server
0 S  5937 30373     1  0  80   0 - 14776 futex_ ?        00:00:00 vi
0 S  5745 30383 29757  0  80   0 -   501 wait   pts/6    00:00:00 a.out
0 S  5745 30384 30383  0  80   0 -   558 wait   pts/6    00:00:00 sh
0 S  5745 30385 30383  0  80   0 -   558 wait   pts/6    00:00:00 sh
0 R  5745 30386 30384  0  80   0 -  1176 -      pts/6    00:00:00 ps
0 D  5745 30387 30385  0  80   0 -  1159 rpc_wa pts/6    00:00:00 ls
4 S     0 31776  1602  0  80   0 -  7914 poll_s ?        00:00:00 sshd
5 S  2128 31807 31776  0  80   0 -  7978 poll_s ?        00:01:20 sshd
0 S  2128 31808 31807  0  80   0 -  6002 wait   pts/62   00:00:00 bash
0 S  1054 32237 28736  0  80   0 -   547 inet_c pts/10   00:00:00 server
1 Z  1054 32242 32237  0  80   0 -     0 exit   pts/10   00:00:00 server <defunct>
